,image,url,etoile,Nom,Telephone,Adress,Façon Cuisine,Description,Derssert,étoils cusine,Website,href,Ville,codePosttal,Coordinates
2069,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3e23785cc42a49fc9b686ddc7eec355a.jpeg,/fr/fr/occitanie/narbonne/restaurant/le-petit-comptoir18052,Gourmande, Le Petit Comptoir,+33 4 68 42 30 35,"4 boulevard du Maréchal-Joffre, Narbonne, 11100, France",Cuisine traditionnelle,"Un bistrot au cachet 1930 où l'on célèbre les bons produits (charcuterie et poissons notamment) et la cuisine... bistrotière. La riche cave – 350 références, essentiellement régionales – et le bar à vins feront le bonheur des amateurs de nectars !",Une cuisine de qualité,0,https://www.petitcomptoir.com/,/fr/fr/occitanie/narbonne/restaurant/le-petit-comptoir18052, Narbonne,11100,"[2.999629, 43.184537]"
2070,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/285627a17f8048418851965a0cf895e0.jpg,/fr/fr/occitanie/narbonne/restaurant/mediterraneo-chateau-capitoul,Gourmande, Méditerranéo - Château Capitoul,+33 4 48 22 07 24,"Route de Gruissan, Narbonne, 11100, France",Cuisine méditerranéenne,"Dans le massif de la Clape, entre Narbonne et la Méditerranée, vigne et garrigue, cette maison de maître trône au sein d'un domaine viticole tenu par la même famille depuis sept générations. Le chef Valère Diochet cuisine ici résolument méditerranéen. De nombreuses plantes aromatiques – basilic, pourpier, livèche – agrémentent cette cuisine esthétique raffinée, précise et légère : baudroie marinée, courgette à la livèche ; rouget cuit à l'unilatéral... La salle cossue du restaurant d’esprit Art déco regarde le vignoble et l’étang de Bages. Carte des vins pédagogique, faisant la part belle aux vins du domaine, à l'appellation La Clape et aux autres vins du Languedoc.",Une cuisine de qualité,0,https://www.chateaucapitoul.com,/fr/fr/occitanie/narbonne/restaurant/mediterraneo-chateau-capitoul, Narbonne,11100,"[3.050857, 43.154121]"
2071,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7703c2a1461e48f69dd9526e31824487.png,/fr/fr/occitanie/naucelle/restaurant/l-obelias,Gourmande, L'Obélias,+33 5 81 19 95 73,"7 boulevard Eugène-Viala, Naucelle, 12800, France",Cuisine moderne,"Au cœur de ce village du Ségala, réputé pour son église d'inspiration cistercienne, se niche un petit restaurant récemment rénové dans une maison à colombages. Un couple solidement formé et voyageur, Gilhem et Léonie, respectivement chef de cuisine et pâtissière, y revisite avec talent des plats traditionnels comme l'épaule d'agneau effilochée façon tajine ou, en dessert, le millefeuille aux agrumes, caramel et sorbet orange sanguine. Ils ont troussé une carte équilibrée qui fait envie, aux propositions colorées et fraîches, le tout pour un bon rapport qualité-prix. Bref, ils ont tout compris. Délicieuse terrasse à l’ombre d’un albizia et d’un magnolia.",Une cuisine de qualité,0,https://restaurantobelias.wixsite.com/obelias,/fr/fr/occitanie/naucelle/restaurant/l-obelias, Naucelle,12800,"[2.340785, 44.197864]"
2072,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/08e3a0a6035e4578ae5171227987afd2.jpeg,/fr/fr/occitanie/nestier/restaurant/relais-du-castera,Gourmande, Relais du Castéra,+33 5 62 39 77 37,"Place du Calvaire, Nestier, 65150, France",Cuisine traditionnelle,"Une auberge de tradition, tenue par le même couple de professionnels depuis de longues années. Les recettes, qui mettent à l'honneur le terroir et les produits de qualité, sont alléchantes : épaule d'agneau de sept heures en pastilla servie avec un jus de braisage aux épices douces, piquillos a la morue avec bisque de crustacé, belle côte de cochon cuite au sautoir.",Une cuisine de qualité,0,https://www.hotel-castera.com,/fr/fr/occitanie/nestier/restaurant/relais-du-castera, Nestier,65150,"[0.478305, 43.062411]"
2073,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7296bfe160b84eddb5ec8fd7817875d2.jpeg,/fr/fr/occitanie/nimes/restaurant/aux-plaisirs-des-halles,Gourmande, Aux Plaisirs des Halles,+33 4 66 36 01 02,"4 rue Littré, Nîmes, 30000, France",Cuisine traditionnelle,"Pour l'hiver, une salle tout habillée de bois ; pour l'été, un joli patio fleuri… toute l'année, une cuisine du marché simple et bien tournée : velouté de chou-fleur travaillé avec les sublimes de pigeon, toast avec les abats ; filets de rouget de roche, courge farcie de lard fumé et jus de cuisson ; crêpe façon Suzette au Grand Marnier... Avec un peu de chance, vous serez de passage un jour où le chef réalise un plat surprise sur un billot au milieu de la salle, devant les clients... un show qui vaut le coup d'œil !",Une cuisine de qualité,0,https://www.auxplaisirsdeshalles.com/,/fr/fr/occitanie/nimes/restaurant/aux-plaisirs-des-halles, Nîmes,30000,"[4.357809, 43.838953]"
2074,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2fca210582384f14939fd11712788296.jpeg,/fr/fr/occitanie/nimes/restaurant/duende,Deux étoiles, Duende,+33 4 66 21 94 34,"Quai de la Fontaine, Nîmes, 30900, France",Cuisine moderne,"Duende ! Ou quand l’art du torero et de la danseuse de flamenco enflamment l’imaginaire de Pierre Gagnaire. L’adresse gastronomique de l’Hôtel Imperator bénéficie d'une entrée indépendante. Et d'indépendance, le maître n'en manque sûrement pas : produits de qualité, maîtrise technique avérée, spontanéité et originalité. Le grand chef a confié les clefs de la maison à son protégé Nicolas Fontaine et Masaki Nagao, qui connaissent sur le bout des doigts l'esprit frondeur de leur mentor. Le menu dégustation met subtilement à l’honneur les plus beaux produits du Gard et de l’axe méditerranéen (porc baron des Cévennes, légumes de petits maraîchers, pêche de Méditerranée…) autour d’assiettes subtiles et délicates. Superbe carte des vins, riche de plus de 1000 références, avec une préférence régionale marquée. Accueil charmant, service d’un grand professionnalisme et d’une grande élégance.",Deux étoiles : une cuisine d’exception,Deux étoiles : une cuisine d’exception,http://www.maison-albar-hotels-l-imperator.com,/fr/fr/occitanie/nimes/restaurant/duende, Nîmes,30900,"[4.35172, 43.838946]"
2075,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9accd90954704c80890d011ee43c8e93.jpg,/fr/fr/occitanie/nimes/restaurant/gigi-table-mediterraneenne,Gourmande," Gigi, Table Méditerranéenne",+33 4 48 27 08 00,"Margaret - Hôtel Chouleur,  6 rue Fresque, Nîmes, 30000, France",Cuisine méditerranéenne,"Ce bistrot carmin et voûté, élégant et cosy, est la seconde table de la cheffe Georgiana Viou, qui régale ici d'une cuisine méditerranéenne gorgée de soleil : caillette d'agneau des Alpilles, poivrons rôtis, ail et crème d'herbes ; maquereau du Grau-du-Roi, farce fine dans l'esprit d'une escabèche catalane et textures de brocolis... Un sens du partage que l'on retrouve à la table d'hôtes.",Une cuisine de qualité,0,http://www.margaret-hotelchouleur.com,/fr/fr/occitanie/nimes/restaurant/gigi-table-mediterraneenne, Nîmes,30000,"[4.358041, 43.836986]"
2076,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/66fdcc71d1b3448ea6ecec128945abd0.jpeg,/fr/fr/occitanie/nimes/restaurant/jerome-nutile,Une étoile, Jérôme Nutile,+33 4 66 40 65 65,"351 chemin Bas-du-Mas-de-Boudan, Nîmes, 30000, France",Cuisine moderne,"Jérôme Nutile n'est pas le premier venu : Meilleur Ouvrier de France 2011, il a notamment fait les beaux jours de l'Hostellerie Le Castellas, à Collias. Dans son repaire nîmois, une ancienne ferme agricole réaménagée, il célèbre les saisons de très jolie manière : tendres poireaux cuits sur la fleur de sel de Camargue, fondant de saumon sauvage confit ; traditionnel lièvre à la royale façon Antonin Carême et à la mode du sénateur Couteaux, un grand classique en deux façons, soigné et savoureux. Ajoutons à cela un service aimable et compétent, une belle carte des vins de la région, et le compte est bon !",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.jerome-nutile.com,/fr/fr/occitanie/nimes/restaurant/jerome-nutile, Nîmes,30000,"[4.376038, 43.816938]"
2077,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/50fb11c70a45466e8e4be9a1c1b526fd.jpeg,/fr/fr/occitanie/nimes/restaurant/la-pie-qui-couette,Gourmande, La Pie qui Couette,+33 4 66 23 59 04,"1 rue Guizot, Nîmes, 30000, France",Cuisine méditerranéenne,"Situé au cœur des halles de Nîmes, ce comptoir, tenu par un chef expérimenté, enchante les papilles en toute simplicité. La cuisine du marché est concoctée à partir des produits ultra-frais choisis sur les étals voisins. Au nombre des spécialités de la maison : viandes maturées, brandade de morue, tartare de bœuf au couteau et île flottante. Les portions sont généreuses, le choix des vins judicieux. On mange au coude à coude, c'est très convivial. Attention pas de réservation possible, service de 11H30 à 15H00 (le weekend, essayez de venir en décalé).",Une cuisine de qualité,0,https://guide.michelin.com/fr/fr/selection/france/restaurants,/fr/fr/occitanie/nimes/restaurant/la-pie-qui-couette, Nîmes,30000,"[4.358179, 43.838857]"
2078,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f50308aa7cb342f29e490a6230e35940.jpeg,/fr/fr/occitanie/nimes/restaurant/la-table-du-2,Gourmande, La Table du 2,+33 4 48 27 22 22,"2 rue de la République, Nîmes, 30000, France",Cuisine traditionnelle,"Entité gourmande du musée de la Romanité, cette brasserie contemporaine est parfaitement accordée avec l'architecture du bâtiment. Elle offre une vue imprenable sur les arènes de Nîmes, ainsi qu'une carte de saison chapeautée par le chef étoilé Franck Putelat. Sans jamais y perdre son latin, on se délecte d'une vraie cuisine traditionnelle : œuf meurette ; ris de veau et pomme purée, jus au Maury ; truite meunière... et même d'indétrônables crêpes Suzette.",Une cuisine de qualité,0,https://latabledu2.com/,/fr/fr/occitanie/nimes/restaurant/la-table-du-2, Nîmes,30000,"[4.359543, 43.833581]"
2079,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e120f88eddf6450c86f313efd17ef4fc.jpeg,/fr/fr/occitanie/nimes/restaurant/le-bistr-au-le-mas-de-boudan,Gourmande, Le Bistr'AU - Le Mas de Boudan,+33 4 66 40 60 75,"351 chemin Bas-du-Mas-de-Boudan, Nîmes, 30000, France",Cuisine moderne,"Jérôme Nutile propose dans l'annexe de son adresse étoilée une ardoise composée au gré du marché. Ses préparations gourmandes revisitent les classiques et fleurent bon la bistronomie. Des exemples ? Velouté crémeux d'artichauts, relevé d'huile de truffe et foie gras ; demi coquelet au feu de bois, sauce miel et thym ; poisson du jour en provenance du Grau-du-Roi ; vacherin revisité façon mont-blanc, crémeux et glace marron, dôme et coulis cassis.",Une cuisine de qualité,0,https://www.jerome-nutile.com/fr/,/fr/fr/occitanie/nimes/restaurant/le-bistr-au-le-mas-de-boudan, Nîmes,30000,"[4.376038, 43.816938]"
2080,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/baae4f429b9f4f7e8876f16e531eff72.jpg,/fr/fr/occitanie/nimes/restaurant/menna,Gourmande, Menna,+33 4 66 21 04 45,"7 rue de Bernis, Nîmes, 30000, France",Cuisine méditerranéenne,"Une affaire de famille : le papa en cuisine, sa fille en pâtisserie, au pain et aux amuse-bouches, Jonathan son compagnon à l’accueil et en salle, épaulé de sa belle-mère. Ici, tout est maison dans un registre méditerranéen traditionnel : fleurs de courgettes et bouillon de cigales de mer ; ballotine de lapin aux herbes ; farcis provençaux ; quasi de veau de l'Aveyron et jus au vin jaune ; riz au lait à la rhubarbe. Du pigeon au riz de Camargue, en passant par l’huile d’olive et les viandes du boucher-éleveur des halles, tous les produits n’ont pas beaucoup voyagé pour finir dans notre assiette. Bistrot situé en plein centre-ville à quelques pas des arènes dans une rue piétonne. La terrasse donne sur une placette.",Une cuisine de qualité,0,http://www.restaurant-menna.fr,/fr/fr/occitanie/nimes/restaurant/menna, Nîmes,30000,"[4.358326, 43.836945]"
2081,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d2393b5ee0c84c7eb06273fd0398fb61.png,/fr/fr/occitanie/nimes/restaurant/rouge-hotel-chouleur,Une étoile, Rouge,+33 4 48 27 08 01,"Margaret - Hôtel Chouleur, 6 rue Fresque, Nîmes, 30000, France",Cuisine créative,"Ce magnifique hôtel particulier du 15e s. abrite une table menée tambour battant par la cheffe Georgiana Viou. Évoluant constamment au fil des saisons, sa cuisine fusionne les influences méditerranéennes (marseillaise d'adoption, elle y a même ouvert son premier restaurant) et ses racines béninoises (""dja"", ketchup béninois...) pour enchanter des assiettes créatives et goûteuses. Grande terrasse dans la cour pour les beaux jours, ou joli intérieur feutré, avec son grand comptoir en prise directe avec la cheffe, qui prend toujours le temps d'échanger avec ses clients.","Une expérience sucrée unique, un pâtissier talentueux",Une étoile : une cuisine d’une grande finesse,http://www.margaret-hotelchouleur.com,/fr/fr/occitanie/nimes/restaurant/rouge-hotel-chouleur, Nîmes,30000,"[4.358041, 43.836986]"
2082,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d4d3c54b89cb4de8b3953430cfcd5924.jpeg,/fr/fr/occitanie/nimes/restaurant/skab,Une étoile, Skab,+33 4 66 21 94 30,"7 rue de la République, Nîmes, 30000, France",Cuisine moderne,"Aux commandes de ce repaire de gourmandise situé derrière les arènes, juste en face du musée de la Romanité, on trouve le chef Damien Sanchez, un Nîmois qui a travaillé à la Cabro d’Or, à la Réserve de Beaulieu, chez Christopher Coutanceau à la Rochelle et, enfin, dans sa ville natale aux côtés de Jérôme Nutile. Il convainc aisément avec une cuisine à dominante légumière, pleine de fraîcheur et de vivacité qui met en valeur le terroir gardois :  crevettes roses du Grau-du-Roi cuites au court bouillon, bavaroise de brocoli, rouleau de chou vert aux éclats de crevettes ; filet de Saint-Pierre juste snacké, potimarron grillé, patate douce, sauce au miel. Dès les premiers rayons de soleil, on s'installe dans le patio à l'ombre des érables.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,http://www.restaurant-skab.fr,/fr/fr/occitanie/nimes/restaurant/skab, Nîmes,30000,"[4.359344, 43.833227]"
2083,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f32503cf2f8b41709ebf96a8bea6a6f4.jpeg,/fr/fr/occitanie/nimes/restaurant/vincent-croizard,Gourmande, Vincent Croizard,+33 4 66 67 04 99,"17 rue des Chassaintes, Nîmes, 30000, France",Cuisine créative,"Dans une rue étroite près du Carré d'Art, il faut d'abord sonner à la porte de cette discrète maison de ville. Le chef, autodidacte, y compose une jolie cuisine créative, osant des mariages souvent surprenants. Et c'est à son épouse qu'on doit la superbe sélection de vins, qui fait la part belle au Languedoc-Roussillon.",Une cuisine de qualité,0,https://www.restaurantcroizard.com/,/fr/fr/occitanie/nimes/restaurant/vincent-croizard, Nîmes,30000,"[4.352923, 43.837203]"
2084,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8a5e75a367fe4d0582ee6538ec969f63.jpeg,/fr/fr/occitanie/olargues/restaurant/fleurs-d-olargues,Gourmande, Fleurs d'Olargues,+33 4 67 97 27 04,"au Pont-du-Diable, Olargues, 34390, France","Cuisine moderne, Cuisine danoise","Une véritable affaire de famille que cette adresse où le père Kasper, d'origine danoise, travaille avec son épouse et ses filles.Produits locaux, légumes du potager, foie gras et pain maison (comme ce smørrebrød ) et subtiles touches nordiques (saumon mariné au jus de betterave, pommes de terre hasselback) : voici le programme culinaire de cette jolie adresse familiale. La terrasse bucolique donne sur le pont du Diable (12es.) et le village, classé parmi les plus beaux de France.",Une cuisine de qualité,0,https://www.fleursdeolargues.com/,/fr/fr/occitanie/olargues/restaurant/fleurs-d-olargues, Olargues,34390,"[2.912384, 43.556887]"
